year,origin,destination,male-germans,female-germans,all-germans,male-foreigners,female-foreigners,all-foreigners,all-males,all-females,all
2001,Hamburg,Sachsen,192,196,388,38,17,55,230,213,443
2001,Hamburg,Sachsen-Anhalt,159,160,319,17,10,27,176,170,346
2001,Hamburg,Thueringen,117,84,201,11,8,19,128,92,220
2001,Hamburg,Insgesamt,22625,23369,45994,3238,2276,5514,25863,25645,51508
2001,Niedersachsen,Schleswig-Holstein,4628,5015,9643,754,664,1418,5382,5679,11061
2001,Niedersachsen,Hamburg,6062,6360,12422,903,668,1571,6965,7028,13993
2001,Niedersachsen,Niedersachsen,0,0,0,0,0,0,0,0,0
2001,Niedersachsen,Bremen,5568,5454,11022,718,641,1359,6286,6095,12381
2001,Niedersachsen,Nordrhein-Westfalen,21897,22801,44698,3187,2711,5898,25084,25512,50596
2001,Niedersachsen,Hessen,6310,6672,12982,1202,1083,2285,7512,7755,15267
2001,Niedersachsen,Rheinland-Pfalz,3003,3121,6124,622,569,1191,3625,3690,7315
2001,Niedersachsen,Baden-Wuerttemberg,8310,8463,16773,1914,1826,3740,10224,10289,20513
2001,Niedersachsen,Bayern,9482,9578,19060,1730,1574,3304,11212,11152,22364
2001,Niedersachsen,Saarland,586,593,1179,186,178,364,772,771,1543
2001,Niedersachsen,Berlin,3655,3505,7160,640,645,1285,4295,4150,8445
2001,Niedersachsen,Brandenburg,2644,2755,5399,284,269,553,2928,3024,5952
2001,Niedersachsen,Mecklenburg-Vorpommern,2678,2771,5449,54,40,94,2732,2811,5543
2001,Niedersachsen,Sachsen,3694,3829,7523,583,520,1103,4277,4349,8626
2001,Niedersachsen,Sachsen-Anhalt,3805,3805,7610,489,464,953,4294,4269,8563
2001,Niedersachsen,Thueringen,2153,2376,4529,330,282,612,2483,2658,5141
2001,Niedersachsen,Insgesamt,84475,87098,171573,13596,12134,25730,98071,99232,197303
2001,Bremen,Schleswig-Holstein,279,298,577,55,45,100,334,343,677
2001,Bremen,Hamburg,489,455,944,197,123,320,686,578,1264
2001,Bremen,Niedersachsen,6335,6687,13022,660,510,1170,6995,7197,14192
2001,Bremen,Bremen,0,0,0,0,0,0,0,0,0
2001,Bremen,Nordrhein-Westfalen,679,698,1377,224,164,388,903,862,1765
2001,Bremen,Hessen,260,272,532,76,56,132,336,328,664
2001,Bremen,Rheinland-Pfalz,110,113,223,32,18,50,142,131,273
2001,Bremen,Baden-Wuerttemberg,379,354,733,66,68,134,445,422,867
2001,Bremen,Bayern,376,324,700,110,73,183,486,397,883
2001,Bremen,Saarland,17,18,35,8,6,14,25,24,49
2001,Bremen,Berlin,325,336,661,75,47,122,400,383,783
2001,Bremen,Brandenburg,55,65,120,7,5,12,62,70,132
2001,Bremen,Mecklenburg-Vorpommern,83,97,180,3,2,5,86,99,185
2001,Bremen,Sachsen,79,71,150,8,6,14,87,77,164
2001,Bremen,Sachsen-Anhalt,67,63,130,5,3,8,72,66,138
2001,Bremen,Thueringen,39,48,87,7,4,11,46,52,98
2001,Bremen,Insgesamt,9572,9899,19471,1533,1130,2663,11105,11029,22134
2001,Nordrhein-Westfalen,Schleswig-Holstein,2882,3002,5884,316,211,527,3198,3213,6411
2001,Nordrhein-Westfalen,Hamburg,2536,2472,5008,518,330,848,3054,2802,5856
2001,Nordrhein-Westfalen,Niedersachsen,13226,13894,27120,1740,1274,3014,14966,15168,30134
2001,Nordrhein-Westfalen,Bremen,769,820,1589,244,146,390,1013,966,1979
2001,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0
2001,Nordrhein-Westfalen,Hessen,7039,7286,14325,1826,1277,3103,8865,8563,17428
2001,Nordrhein-Westfalen,Rheinland-Pfalz,7574,7448,15022,1064,776,1840,8638,8224,16862
2001,Nordrhein-Westfalen,Baden-Wuerttemberg,7669,7527,15196,1981,1445,3426,9650,8972,18622
2001,Nordrhein-Westfalen,Bayern,8490,7853,16343,1943,1345,3288,10433,9198,19631
2001,Nordrhein-Westfalen,Saarland,610,614,1224,104,94,198,714,708,1422
2001,Nordrhein-Westfalen,Berlin,4875,4546,9421,759,626,1385,5634,5172,10806
2001,Nordrhein-Westfalen,Brandenburg,1508,1357,2865,85,76,161,1593,1433,3026
2001,Nordrhein-Westfalen,Mecklenburg-Vorpommern,916,861,1777,77,28,105,993,889,1882
2001,Nordrhein-Westfalen,Sachsen,1788,1612,3400,220,107,327,2008,1719,3727
2001,Nordrhein-Westfalen,Sachsen-Anhalt,1190,1073,2263,148,48,196,1338,1121,2459
2001,Nordrhein-Westfalen,Thueringen,987,902,1889,130,78,208,1117,980,2097
2001,Nordrhein-Westfalen,Insgesamt,62059,61267,123326,11155,7861,19016,73214,69128,142342
2001,Hessen,Schleswig-Holstein,1036,1175,2211,144,83,227,1180,1258,2438
2001,Hessen,Hamburg,899,965,1864,191,172,363,1090,1137,2227
2001,Hessen,Niedersachsen,3396,3624,7020,617,438,1055,4013,4062,8075
2001,Hessen,Bremen,239,280,519,85,44,129,324,324,648
2001,Hessen,Nordrhein-Westfalen,6439,6838,13277,2013,1335,3348,8452,8173,16625
2001,Hessen,Hessen,0,0,0,0,0,0,0,0,0
2001,Hessen,Rheinland-Pfalz,5901,5810,11711,1530,1094,2624,7431,6904,14335
2001,Hessen,Baden-Wuerttemberg,6383,6367,12750,1702,1145,2847,8085,7512,15597
2001,Hessen,Bayern,6234,6190,12424,1600,1030,2630,7834,7220,15054
2001,Hessen,Saarland,327,351,678,76,59,135,403,410,813
2001,Hessen,Berlin,1924,1893,3817,306,248,554,2230,2141,4371
2001,Hessen,Brandenburg,510,487,997,43,31,74,553,518,1071
2001,Hessen,Mecklenburg-Vorpommern,268,255,523,36,15,51,304,270,574
2001,Hessen,Sachsen,947,906,1853,156,82,238,1103,988,2091
2001,Hessen,Sachsen-Anhalt,495,464,959,71,26,97,566,490,1056
2001,Hessen,Thueringen,1332,1326,2658,141,54,195,1473,1380,2853
2001,Hessen,Insgesamt,36330,36931,73261,8711,5856,14567,45041,42787,87828
2001,Rheinland-Pfalz,Schleswig-Holstein,433,448,881,51,39,90,484,487,971
2001,Rheinland-Pfalz,Hamburg,328,309,637,75,45,120,403,354,757
2001,Rheinland-Pfalz,Niedersachsen,1205,1305,2510,180,152,332,1385,1457,2842
2001,Rheinland-Pfalz,Bremen,108,118,226,40,28,68,148,146,294
2001,Rheinland-Pfalz,Nordrhein-Westfalen,6615,6965,13580,1300,1015,2315,7915,7980,15895
2001,Rheinland-Pfalz,Hessen,5036,5111,10147,1270,1009,2279,6306,6120,12426
2001,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0
2001,Rheinland-Pfalz,Baden-Wuerttemberg,5433,5255,10688,1296,1141,2437,6729,6396,13125
2001,Rheinland-Pfalz,Bayern,2496,2307,4803,564,367,931,3060,2674,5734
2001,Rheinland-Pfalz,Saarland,1595,1676,3271,198,159,357,1793,1835,3628
2001,Rheinland-Pfalz,Berlin,733,683,1416,105,109,214,838,792,1630
2001,Rheinland-Pfalz,Brandenburg,351,269,620,27,19,46,378,288,666
2001,Rheinland-Pfalz,Mecklenburg-Vorpommern,156,127,283,19,14,33,175,141,316
2001,Rheinland-Pfalz,Sachsen,464,426,890,49,24,73,513,450,963
2001,Rheinland-Pfalz,Sachsen-Anhalt,278,223,501,41,17,58,319,240,559
2001,Rheinland-Pfalz,Thueringen,319,290,609,52,30,82,371,320,691
2001,Rheinland-Pfalz,Insgesamt,25550,25512,51062,5267,4168,9435,30817,29680,60497
2001,Baden-Wuerttemberg,Schleswig-Holstein,1153,1279,2432,125,87,212,1278,1366,2644
2001,Baden-Wuerttemberg,Hamburg,1159,1160,2319,229,141,370,1388,1301,2689
2001,Baden-Wuerttemberg,Niedersachsen,3029,3048,6077,482,368,850,3511,3416,6927
2001,Baden-Wuerttemberg,Bremen,331,303,634,71,56,127,402,359,761
2001,Baden-Wuerttemberg,Nordrhein-Westfalen,6373,6495,12868,1908,1369,3277,8281,7864,16145
2001,Baden-Wuerttemberg,Hessen,5720,5586,11306,1693,1126,2819,7413,6712,14125
2001,Baden-Wuerttemberg,Rheinland-Pfalz,5069,4869,9938,1409,969,2378,6478,5838,12316
2001,Baden-Wuerttemberg,Baden-Wuerttemberg,0,0,0,0,0,0,0,0,0
2001,Baden-Wuerttemberg,Bayern,13424,13528,26952,2861,2044,4905,16285,15572,31857
2001,Baden-Wuerttemberg,Saarland,656,635,1291,155,114,269,811,749,1560
2001,Baden-Wuerttemberg,Berlin,2730,2591,5321,475,356,831,3205,2947,6152
2001,Baden-Wuerttemberg,Brandenburg,895,773,1668,63,45,108,958,818,1776
2001,Baden-Wuerttemberg,Mecklenburg-Vorpommern,442,444,886,36,18,54,478,462,940
2001,Baden-Wuerttemberg,Sachsen,2081,1837,3918,192,121,313,2273,1958,4231
2001,Baden-Wuerttemberg,Sachsen-Anhalt,785,686,1471,110,30,140,895,716,1611
2001,Baden-Wuerttemberg,Thueringen,907,853,1760,106,60,166,1013,913,1926
2001,Baden-Wuerttemberg,Insgesamt,44754,44087,88841,9915,6904,16819,54669,50991,105660
2001,Bayern,Schleswig-Holstein,1172,1289,2461,166,104,270,1338,1393,2731
2001,Bayern,Hamburg,1090,1137,2227,267,141,408,1357,1278,2635
2001,Bayern,Niedersachsen,2946,2852,5798,486,359,845,3432,3211,6643
2001,Bayern,Bremen,267,269,536,72,48,120,339,317,656
2001,Bayern,Nordrhein-Westfalen,6186,6061,12247,1926,1299,3225,8112,7360,15472
2001,Bayern,Hessen,4810,4649,9459,1412,938,2350,6222,5587,11809
2001,Bayern,Rheinland-Pfalz,2035,1935,3970,495,341,836,2530,2276,4806
2001,Bayern,Baden-Wuerttemberg,12200,12552,24752,2882,1983,4865,15082,14535,29617
2001,Bayern,Bayern,0,0,0,0,0,0,0,0,0
2001,Bayern,Saarland,386,363,749,77,55,132,463,418,881
2001,Bayern,Berlin,2927,2698,5625,542,398,940,3469,3096,6565
2001,Bayern,Brandenburg,1047,906,1953,66,43,109,1113,949,2062
2001,Bayern,Mecklenburg-Vorpommern,479,405,884,38,13,51,517,418,935
2001,Bayern,Sachsen,3177,2915,6092,249,139,388,3426,3054,6480
2001,Bayern,Sachsen-Anhalt,959,834,1793,178,55,233,1137,889,2026
2001,Bayern,Thueringen,1884,1790,3674,137,65,202,2021,1855,3876
2001,Bayern,Insgesamt,41565,40655,82220,8993,5981,14974,50558,46636,97194
2001,Saarland,Schleswig-Holstein,71,88,159,15,12,27,86,100,186
2001,Saarland,Hamburg,68,61,129,11,11,22,79,72,151
2001,Saarland,Niedersachsen,218,237,455,31,46,77,249,283,532
2001,Saarland,Bremen,19,23,42,20,20,40,39,43,82
2001,Saarland,Nordrhein-Westfalen,672,680,1352,265,194,459,937,874,1811
2001,Saarland,Hessen,484,475,959,136,92,228,620,567,1187
2001,Saarland,Rheinland-Pfalz,1752,1693,3445,245,198,443,1997,1891,3888
2001,Saarland,Baden-Wuerttemberg,939,949,1888,237,184,421,1176,1133,2309
2001,Saarland,Bayern,543,533,1076,94,81,175,637,614,1251
2001,Saarland,Saarland,0,0,0,0,0,0,0,0,0
2001,Saarland,Berlin,174,157,331,49,46,95,223,203,426
2001,Saarland,Brandenburg,44,43,87,0,1,1,44,44,88
2001,Saarland,Mecklenburg-Vorpommern,24,13,37,14,10,24,38,23,61
2001,Saarland,Sachsen,75,64,139,14,15,29,89,79,168
2001,Saarland,Sachsen-Anhalt,39,39,78,6,2,8,45,41,86
2001,Saarland,Thueringen,46,37,83,7,9,16,53,46,99
2001,Saarland,Insgesamt,5168,5092,10260,1144,921,2065,6312,6013,12325
2001,Berlin,Schleswig-Holstein,1177,1129,2306,79,68,147,1256,1197,2453
2001,Berlin,Hamburg,874,879,1753,180,153,333,1054,1032,2086
2001,Berlin,Niedersachsen,2393,2328,4721,294,261,555,2687,2589,5276
2001,Berlin,Bremen,204,248,452,71,53,124,275,301,576
2001,Berlin,Nordrhein-Westfalen,3225,3101,6326,899,710,1609,4124,3811,7935
2001,Berlin,Hessen,1485,1449,2934,369,303,672,1854,1752,3606
2001,Berlin,Rheinland-Pfalz,601,607,1208,167,111,278,768,718,1486
2001,Berlin,Baden-Wuerttemberg,2672,2477,5149,705,542,1247,3377,3019,6396
2001,Berlin,Bayern,3387,3331,6718,805,637,1442,4192,3968,8160
2001,Berlin,Saarland,105,110,215,22,12,34,127,122,249
2001,Berlin,Berlin,0,0,0,0,0,0,0,0,0
2001,Berlin,Brandenburg,16446,16672,33118,818,597,1415,17264,17269,34533
2001,Berlin,Mecklenburg-Vorpommern,1139,1174,2313,131,51,182,1270,1225,2495
2001,Berlin,Sachsen,1093,982,2075,213,126,339,1306,1108,2414
2001,Berlin,Sachsen-Anhalt,672,645,1317,128,77,205,800,722,1522
2001,Berlin,Thueringen,490,455,945,62,49,111,552,504,1056
2001,Berlin,Insgesamt,35963,35587,71550,4943,3750,8693,40906,39337,80243
2001,Brandenburg,Schleswig-Holstein,857,892,1749,18,29,47,875,921,1796
2001,Brandenburg,Hamburg,573,671,1244,28,22,50,601,693,1294
2001,Brandenburg,Niedersachsen,2113,2297,4410,114,88,202,2227,2385,4612
2001,Brandenburg,Bremen,149,180,329,19,13,32,168,193,361
2001,Brandenburg,Nordrhein-Westfalen,2663,2924,5587,244,155,399,2907,3079,5986
2001,Brandenburg,Hessen,1045,1184,2229,69,68,137,1114,1252,2366
2001,Brandenburg,Rheinland-Pfalz,644,677,1321,61,26,87,705,703,1408
2001,Brandenburg,Baden-Wuerttemberg,3319,3219,6538,218,175,393,3537,3394,6931
2001,Brandenburg,Bayern,3430,3321,6751,216,150,366,3646,3471,7117
2001,Brandenburg,Saarland,72,103,175,6,10,16,78,113,191
2001,Brandenburg,Berlin,9863,10430,20293,1207,855,2062,11070,11285,22355
2001,Brandenburg,Brandenburg,0,0,0,0,0,0,0,0,0
2001,Brandenburg,Mecklenburg-Vorpommern,1432,1524,2956,57,35,92,1489,1559,3048
2001,Brandenburg,Sachsen,1752,1847,3599,108,76,184,1860,1923,3783
2001,Brandenburg,Sachsen-Anhalt,984,1046,2030,79,43,122,1063,1089,2152
2001,Brandenburg,Thueringen,430,476,906,18,18,36,448,494,942
2001,Brandenburg,Insgesamt,29326,30791,60117,2462,1763,4225,31788,32554,64342
2001,Mecklenburg-Vorpommern,Schleswig-Holstein,3454,3544,6998,162,112,274,3616,3656,7272
2001,Mecklenburg-Vorpommern,Hamburg,2235,2381,4616,274,172,446,2509,2553,5062
2001,Mecklenburg-Vorpommern,Niedersachsen,2488,2422,4910,208,162,370,2696,2584,5280
2001,Mecklenburg-Vorpommern,Bremen,267,296,563,42,28,70,309,324,633
2001,Mecklenburg-Vorpommern,Nordrhein-Westfalen,1600,1694,3294,289,185,474,1889,1879,3768
2001,Mecklenburg-Vorpommern,Hessen,582,574,1156,69,44,113,651,618,1269
2001,Mecklenburg-Vorpommern,Rheinland-Pfalz,383,353,736,31,29,60,414,382,796
2001,Mecklenburg-Vorpommern,Baden-Wuerttemberg,1325,1232,2557,116,101,217,1441,1333,2774
2001,Mecklenburg-Vorpommern,Bayern,1225,1124,2349,121,80,201,1346,1204,2550
2001,Mecklenburg-Vorpommern,Saarland,59,40,99,9,4,13,68,44,112
2001,Mecklenburg-Vorpommern,Berlin,1796,1933,3729,247,157,404,2043,2090,4133
2001,Mecklenburg-Vorpommern,Brandenburg,1171,1218,2389,45,30,75,1216,1248,2464
2001,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0
2001,Mecklenburg-Vorpommern,Sachsen,607,583,1190,30,24,54,637,607,1244
2001,Mecklenburg-Vorpommern,Sachsen-Anhalt,424,407,831,20,14,34,444,421,865
2001,Mecklenburg-Vorpommern,Thueringen,285,246,531,7,4,11,292,250,542
2001,Mecklenburg-Vorpommern,Insgesamt,17901,18047,35948,1670,1146,2816,19571,19193,38764
2001,Sachsen,Schleswig-Holstein,521,580,1101,44,25,69,565,605,1170
2001,Sachsen,Hamburg,384,439,823,149,69,218,533,508,1041
2001,Sachsen,Niedersachsen,1664,1768,3432,293,182,475,1957,1950,3907
2001,Sachsen,Bremen,135,137,272,43,22,65,178,159,337
2001,Sachsen,Nordrhein-Westfalen,3371,3715,7086,741,438,1179,4112,4153,8265
2001,Sachsen,Hessen,2261,2477,4738,419,203,622,2680,2680,5360
2001,Sachsen,Rheinland-Pfalz,1104,1118,2222,157,78,235,1261,1196,2457
2001,Sachsen,Baden-Wuerttemberg,6993,6734,13727,681,436,1117,7674,7170,14844
2001,Sachsen,Bayern,9649,9480,19129,815,429,1244,10464,9909,20373
2001,Sachsen,Saarland,118,149,267,19,13,32,137,162,299
2001,Sachsen,Berlin,1639,1865,3504,456,246,702,2095,2111,4206
2001,Sachsen,Brandenburg,1585,1726,3311,101,62,163,1686,1788,3474
2001,Sachsen,Mecklenburg-Vorpommern,567,649,1216,50,31,81,617,680,1297
2001,Sachsen,Sachsen,0,0,0,0,0,0,0,0,0
2001,Sachsen,Sachsen-Anhalt,1579,1697,3276,193,90,283,1772,1787,3559
2001,Sachsen,Thueringen,1682,1805,3487,166,55,221,1848,1860,3708
2001,Sachsen,Insgesamt,33252,34339,67591,4327,2379,6706,37579,36718,74297
2001,Sachsen-Anhalt,Schleswig-Holstein,537,566,1103,40,23,63,577,589,1166
2001,Sachsen-Anhalt,Hamburg,385,432,817,89,37,126,474,469,943
2001,Sachsen-Anhalt,Niedersachsen,4817,5337,10154,357,254,611,5174,5591,10765
2001,Sachsen-Anhalt,Bremen,138,141,279,27,11,38,165,152,317
2001,Sachsen-Anhalt,Nordrhein-Westfalen,2735,3100,5835,700,425,1125,3435,3525,6960
2001,Sachsen-Anhalt,Hessen,1354,1450,2804,204,124,328,1558,1574,3132
2001,Sachsen-Anhalt,Rheinland-Pfalz,739,675,1414,157,65,222,896,740,1636
2001,Sachsen-Anhalt,Baden-Wuerttemberg,3318,3181,6499,359,235,594,3677,3416,7093
2001,Sachsen-Anhalt,Bayern,3934,3872,7806,452,246,698,4386,4118,8504
2001,Sachsen-Anhalt,Saarland,54,66,120,8,5,13,62,71,133
2001,Sachsen-Anhalt,Berlin,1157,1273,2430,291,170,461,1448,1443,2891
2001,Sachsen-Anhalt,Brandenburg,1093,1133,2226,61,40,101,1154,1173,2327
2001,Sachsen-Anhalt,Mecklenburg-Vorpommern,539,639,1178,38,23,61,577,662,1239
2001,Sachsen-Anhalt,Sachsen,2298,2461,4759,227,146,373,2525,2607,5132
2001,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0,0,0,0
2001,Sachsen-Anhalt,Thueringen,1268,1285,2553,78,53,131,1346,1338,2684
2001,Sachsen-Anhalt,Insgesamt,24366,25611,49977,3088,1857,4945,27454,27468,54922
2001,Thueringen,Schleswig-Holstein,243,268,511,13,7,20,256,275,531
2001,Thueringen,Hamburg,163,175,338,27,19,46,190,194,384
2001,Thueringen,Niedersachsen,1410,1647,3057,167,125,292,1577,1772,3349
2001,Thueringen,Bremen,62,89,151,15,8,23,77,97,174
2001,Thueringen,Nordrhein-Westfalen,1808,1936,3744,339,221,560,2147,2157,4304
2001,Thueringen,Hessen,2296,2777,5073,258,113,371,2554,2890,5444
2001,Thueringen,Rheinland-Pfalz,632,691,1323,80,52,132,712,743,1455
2001,Thueringen,Baden-Wuerttemberg,2830,2898,5728,274,171,445,3104,3069,6173
2001,Thueringen,Bayern,4377,4900,9277,259,184,443,4636,5084,9720
2001,Thueringen,Saarland,73,83,156,7,2,9,80,85,165
2001,Thueringen,Berlin,676,798,1474,85,64,149,761,862,1623
2001,Thueringen,Brandenburg,401,436,837,15,5,20,416,441,857
2001,Thueringen,Mecklenburg-Vorpommern,241,261,502,16,6,22,257,267,524
2001,Thueringen,Sachsen,1953,2073,4026,168,47,215,2121,2120,4241
2001,Thueringen,Sachsen-Anhalt,1057,1030,2087,68,32,100,1125,1062,2187
2001,Thueringen,Thueringen,0,0,0,0,0,0,0,0,0
2001,Thueringen,Insgesamt,18222,20062,38284,1791,1056,2847,20013,21118,41131
2001,Insgesamt,Schleswig-Holstein,28021,29821,57842,3027,2316,5343,31048,32137,63185
2001,Insgesamt,Hamburg,25226,25756,50982,4198,2949,7147,29424,28705,58129
2001,Insgesamt,Niedersachsen,54404,57055,111459,6483,4864,11347,60887,61919,122806
2001,Insgesamt,Bremen,8890,8940,17830,1595,1196,2791,10485,10136,20621
2001,Insgesamt,Nordrhein-Westfalen,68341,71142,139483,14835,10809,25644,83176,81951,165127
2001,Insgesamt,Hessen,40294,41555,81849,9325,6706,16031,49619,48261,97880
2001,Insgesamt,Rheinland-Pfalz,30165,29752,59917,6158,4396,10554,36323,34148,70471
2001,Insgesamt,Baden-Wuerttemberg,64052,63524,127576,12813,9748,22561,76865,73272,150137
2001,Insgesamt,Bayern,69526,68732,138258,12103,8552,20655,81629,77284,158913
2001,Insgesamt,Saarland,4779,4912,9691,886,730,1616,5665,5642,11307
2001,Insgesamt,Berlin,34920,34851,69771,5558,4213,9771,40478,39064,79542
2001,Insgesamt,Brandenburg,28489,28479,56968,1651,1252,2903,30140,29731,59871
2001,Insgesamt,Mecklenburg-Vorpommern,11796,11781,23577,663,357,1020,12459,12138,24597
2001,Insgesamt,Sachsen,20532,20047,40579,2272,1461,3733,22804,21508,44312
2001,Insgesamt,Sachsen-Anhalt,12753,12385,25138,1567,916,2483,14320,13301,27621
2001,Insgesamt,Thueringen,12139,12114,24253,1273,776,2049,13412,12890,26302
2001,Insgesamt,Insgesamt,514327,520846,1035173,84407,61241,145648,598734,582087,1180821
2002,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0,0,0,0
2002,Schleswig-Holstein,Hamburg,7988,8122,16110,1111,923,2034,9099,9045,18144
2002,Schleswig-Holstein,Niedersachsen,3799,3877,7676,320,247,567,4119,4124,8243
2002,Schleswig-Holstein,Bremen,382,362,744,85,34,119,467,396,863
2002,Schleswig-Holstein,Nordrhein-Westfalen,2435,2452,4887,395,322,717,2830,2774,5604
2002,Schleswig-Holstein,Hessen,869,921,1790,143,104,247,1012,1025,2037
2002,Schleswig-Holstein,Rheinland-Pfalz,454,467,921,52,52,104,506,519,1025
2002,Schleswig-Holstein,Baden-Wuerttemberg,1330,1339,2669,203,159,362,1533,1498,3031
2002,Schleswig-Holstein,Bayern,1295,1249,2544,212,133,345,1507,1382,2889
2002,Schleswig-Holstein,Saarland,70,84,154,8,6,14,78,90,168
2002,Schleswig-Holstein,Berlin,1266,1181,2447,131,77,208,1397,1258,2655
2002,Schleswig-Holstein,Brandenburg,454,394,848,17,12,29,471,406,877
2002,Schleswig-Holstein,Mecklenburg-Vorpommern,2114,1891,4005,92,40,132,2206,1931,4137
2002,Schleswig-Holstein,Sachsen,342,299,641,21,15,36,363,314,677
2002,Schleswig-Holstein,Sachsen-Anhalt,315,256,571,16,13,29,331,269,600
2002,Schleswig-Holstein,Thueringen,157,151,308,9,11,20,166,162,328
2002,Schleswig-Holstein,Insgesamt,23270,23045,46315,2815,2148,4963,26085,25193,51278
2002,Hamburg,Schleswig-Holstein,9839,10249,20088,917,850,1767,10756,11099,21855
2002,Hamburg,Hamburg,0,0,0,0,0,0,0,0,0
2002,Hamburg,Niedersachsen,5649,5694,11343,587,445,1032,6236,6139,12375
2002,Hamburg,Bremen,315,361,676,100,66,166,415,427,842
2002,Hamburg,Nordrhein-Westfalen,1689,1645,3334,489,284,773,2178,1929,4107
2002,Hamburg,Hessen,762,791,1553,189,137,326,951,928,1879
2002,Hamburg,Rheinland-Pfalz,231,198,429,37,30,67,268,228,496
2002,Hamburg,Baden-Wuerttemberg,938,937,1875,224,172,396,1162,1109,2271
2002,Hamburg,Bayern,1006,985,1991,264,164,428,1270,1149,2419
2002,Hamburg,Saarland,44,42,86,8,5,13,52,47,99
2002,Hamburg,Berlin,1369,1284,2653,235,170,405,1604,1454,3058
2002,Hamburg,Brandenburg,264,257,521,18,9,27,282,266,548
2002,Hamburg,Mecklenburg-Vorpommern,887,844,1731,66,30,96,953,874,1827
2002,Hamburg,Sachsen,205,206,411,39,24,63,244,230,474
2002,Hamburg,Sachsen-Anhalt,175,126,301,24,11,35,199,137,336
2002,Hamburg,Thueringen,116,88,204,19,13,32,135,101,236
2002,Hamburg,Insgesamt,23489,23707,47196,3216,2410,5626,26705,26117,52822
2002,Niedersachsen,Schleswig-Holstein,4763,5069,9832,692,621,1313,5455,5690,11145
2002,Niedersachsen,Hamburg,5885,6000,11885,853,687,1540,6738,6687,13425
2002,Niedersachsen,Niedersachsen,0,0,0,0,0,0,0,0,0
2002,Niedersachsen,Bremen,6035,6103,12138,825,650,1475,6860,6753,13613
2002,Niedersachsen,Nordrhein-Westfalen,20510,21197,41707,3361,2886,6247,23871,24083,47954
2002,Niedersachsen,Hessen,5394,5779,11173,1321,1189,2510,6715,6968,13683
2002,Niedersachsen,Rheinland-Pfalz,2904,3014,5918,649,648,1297,3553,3662,7215
2002,Niedersachsen,Baden-Wuerttemberg,7373,7803,15176,2030,1920,3950,9403,9723,19126
2002,Niedersachsen,Bayern,8194,8642,16836,1843,1656,3499,10037,10298,20335
2002,Niedersachsen,Saarland,564,650,1214,189,179,368,753,829,1582
2002,Niedersachsen,Berlin,3602,3494,7096,575,504,1079,4177,3998,8175
2002,Niedersachsen,Brandenburg,2424,2492,4916,320,312,632,2744,2804,5548
2002,Niedersachsen,Mecklenburg-Vorpommern,2284,2217,4501,341,320,661,2625,2537,5162
2002,Niedersachsen,Sachsen,3397,3495,6892,562,606,1168,3959,4101,8060
2002,Niedersachsen,Sachsen-Anhalt,3881,3860,7741,485,360,845,4366,4220,8586
2002,Niedersachsen,Thueringen,2164,2165,4329,300,292,592,2464,2457,4921
2002,Niedersachsen,Insgesamt,79374,81980,161354,14346,12830,27176,93720,94810,188530
2002,Bremen,Schleswig-Holstein,304,319,623,50,29,79,354,348,702
2002,Bremen,Hamburg,350,411,761,126,106,232,476,517,993
2002,Bremen,Niedersachsen,6108,6436,12544,658,557,1215,6766,6993,13759
2002,Bremen,Bremen,0,0,0,0,0,0,0,0,0
2002,Bremen,Nordrhein-Westfalen,652,688,1340,314,224,538,966,912,1878
2002,Bremen,Hessen,252,245,497,108,62,170,360,307,667
2002,Bremen,Rheinland-Pfalz,92,94,186,10,18,28,102,112,214
2002,Bremen,Baden-Wuerttemberg,320,356,676,81,76,157,401,432,833
2002,Bremen,Bayern,296,291,587,98,60,158,394,351,745
2002,Bremen,Saarland,15,20,35,5,6,11,20,26,46
2002,Bremen,Berlin,323,292,615,67,55,122,390,347,737
2002,Bremen,Brandenburg,53,72,125,10,8,18,63,80,143
2002,Bremen,Mecklenburg-Vorpommern,123,115,238,15,10,25,138,125,263
2002,Bremen,Sachsen,63,71,134,22,19,41,85,90,175
2002,Bremen,Sachsen-Anhalt,60,55,115,15,4,19,75,59,134
2002,Bremen,Thueringen,35,39,74,8,4,12,43,43,86
2002,Bremen,Insgesamt,9046,9504,18550,1587,1238,2825,10633,10742,21375
